-80.54078314	43.47351285
-80.54078178	43.47351320
-80.54078037	43.47351372
-80.54077908	43.47351422
-80.54077778	43.47351471
-80.54077636	43.47351511
-80.54077515	43.47351543
-80.54077379	43.47351584
-80.54077257	43.47351614
-80.54077124	43.47351648
-80.54076994	43.47351677
-80.54076867	43.47351706
-80.54076740	43.47351739
-80.54076622	43.47351775
-80.54076491	43.47351813
-80.54076360	43.47351846
-80.54076220	43.47351875
-80.54076078	43.47351907
-80.54075939	43.47351938
-80.54075805	43.47351968
-80.54075668	43.47352000
-80.54075544	43.47352028
-80.54075420	43.47352059
-80.54075297	43.47352089
-80.54075155	43.47352115
-80.54075029	43.47352156
-80.54074921	43.47352203
-80.54074804	43.47352238
-80.54074670	43.47352274
-80.54074542	43.47352311
-80.54074415	43.47352351
-80.54074292	43.47352396
-80.54074173	43.47352433
-80.54074045	43.47352471
-80.54073922	43.47352511
-80.54073816	43.47352558
-80.54073689	43.47352608
-80.54073576	43.47352649
-80.54073451	43.47352693
-80.54073338	43.47352737
-80.54073222	43.47352787
-80.54073109	43.47352834
-80.54072991	43.47352885
-80.54072870	43.47352933
-80.54072760	43.47352986
-80.54072657	43.47353048
-80.54072544	43.47353102
-80.54072444	43.47353156
-80.54072337	43.47353217
-80.54072236	43.47353273
-80.54072135	43.47353334
-80.54072046	43.47353399
-80.54071949	43.47353466
-80.54071851	43.47353530
-80.54071755	43.47353599
-80.54071663	43.47353668
-80.54071572	43.47353742
-80.54071483	43.47353823
-80.54071404	43.47353903
-80.54071326	43.47353984
-80.54071265	43.47354063
-80.54071209	43.47354150
-80.54071160	43.47354234
-80.54071125	43.47354330
-80.54071088	43.47354418
-80.54071059	43.47354513
-80.54071039	43.47354603
-80.54071015	43.47354692
-80.54070983	43.47354790
-80.54070955	43.47354879
-80.54070927	43.47354971
-80.54070902	43.47355060
-80.54070876	43.47355154
-80.54070849	43.47355245
-80.54070818	43.47355347
-80.54070801	43.47355437
-80.54070775	43.47355535
-80.54070752	43.47355630
-80.54070726	43.47355740
-80.54070709	43.47355833
-80.54070692	43.47355923
-80.54070672	43.47356022
-80.54070653	43.47356123
-80.54070643	43.47356225
-80.54070628	43.47356323
-80.54070617	43.47356430
-80.54070614	43.47356528
-80.54070615	43.47356633
-80.54070612	43.47356738
-80.54070579	43.47356838
-80.54070603	43.47356933
-80.54070655	43.47357020
-80.54070706	43.47357105
-80.54070765	43.47357193
-80.54070838	43.47357267
-80.54070901	43.47357354
-80.54070967	43.47357453
-80.54071024	43.47357536
-80.54071081	43.47357621
-80.54071136	43.47357705
-80.54071194	43.47357787
-80.54071252	43.47357868
-80.54071310	43.47357952
-80.54071373	43.47358038
-80.54071430	43.47358128
-80.54071478	43.47358222
-80.54071517	43.47358317
-80.54071550	43.47358411
-80.54071582	43.47358505
-80.54071608	43.47358601
-80.54071614	43.47358694
-80.54071638	43.47358801
-80.54071677	43.47358904
-80.54071719	43.47359005
-80.54071751	43.47359100
-80.54071770	43.47359198
-80.54071783	43.47359294
-80.54071803	43.47359385
-80.54071826	43.47359476
-80.54071852	43.47359587
-80.54071868	43.47359682
-80.54071879	43.47359776
-80.54071889	43.47359869
-80.54071903	43.47359965
-80.54071919	43.47360059
-80.54071931	43.47360149
-80.54071952	43.47360239
-80.54071963	43.47360330
-80.54071958	43.47360439
-80.54071945	43.47360541
-80.54071927	43.47360631
-80.54071905	43.47360737
-80.54071884	43.47360830
-80.54071857	43.47360929
-80.54071813	43.47361034
-80.54071763	43.47361130
-80.54071719	43.47361227
-80.54071692	43.47361327
-80.54071642	43.47361424
-80.54071588	43.47361508
-80.54071536	43.47361594
-80.54071475	43.47361683
-80.54071410	43.47361772
-80.54071341	43.47361856
-80.54071269	43.47361933
-80.54071187	43.47362015
-80.54071098	43.47362098
-80.54071008	43.47362176
-80.54070916	43.47362248
-80.54070825	43.47362319
-80.54070728	43.47362384
-80.54070622	43.47362446
-80.54070505	43.47362507
-80.54070385	43.47362570
-80.54070259	43.47362633
-80.54070154	43.47362681
-80.54070017	43.47362735
-80.54069891	43.47362765
-80.54069776	43.47362808
-80.54069673	43.47362859
-80.54069550	43.47362915
-80.54069424	43.47362967
-80.54069291	43.47363015
-80.54069176	43.47363058
-80.54069047	43.47363107
-80.54068929	43.47363151
-80.54068817	43.47363193
-80.54068698	43.47363234
-80.54068577	43.47363291
-80.54068468	43.47363344
-80.54068371	43.47363408
-80.54068284	43.47363487
-80.54068217	43.47363578
-80.54068137	43.47363659
-80.54068050	43.47363740
-80.54067993	43.47363829
-80.54067937	43.47363924
-80.54067881	43.47364006
-80.54067839	43.47364101
-80.54067832	43.47364203
-80.54067811	43.47364310
-80.54067785	43.47364399
-80.54067765	43.47364506
-80.54067761	43.47364613
-80.54067761	43.47364707
-80.54067772	43.47364802
-80.54067803	43.47364903
-80.54067827	43.47365002
-80.54067845	43.47365112
-80.54067856	43.47365209
-80.54067868	43.47365306
-80.54067879	43.47365400
-80.54067892	43.47365506
-80.54067928	43.47365598
-80.54067985	43.47365692
-80.54068048	43.47365775
-80.54068102	43.47365868
-80.54068153	43.47365955
-80.54068209	43.47366041
-80.54068277	43.47366133
-80.54068343	43.47366211
-80.54068426	43.47366290
-80.54068498	43.47366375
-80.54068561	43.47366461
-80.54068623	43.47366540
-80.54068698	43.47366627
-80.54068772	43.47366708
-80.54068848	43.47366794
-80.54068920	43.47366870
-80.54069009	43.47366946
-80.54069107	43.47367011
-80.54069199	43.47367075
-80.54069294	43.47367141
-80.54069389	43.47367203
-80.54069487	43.47367264
-80.54069588	43.47367319
-80.54069686	43.47367375
-80.54069793	43.47367426
-80.54069906	43.47367470
-80.54070031	43.47367507
-80.54070152	43.47367531
-80.54070281	43.47367551
-80.54070413	43.47367565
-80.54070538	43.47367594
-80.54070669	43.47367623
-80.54070798	43.47367628
-80.54070926	43.47367639
-80.54071060	43.47367650
-80.54071195	43.47367657
-80.54071324	43.47367663
-80.54071453	43.47367645
-80.54071580	43.47367625
-80.54071708	43.47367626
-80.54071824	43.47367592
-80.54071949	43.47367566
-80.54072083	43.47367533
-80.54072194	43.47367471
-80.54072306	43.47367412
-80.54072420	43.47367371
-80.54072542	43.47367330
-80.54072667	43.47367286
-80.54072777	43.47367239
-80.54072878	43.47367185
-80.54073014	43.47367152
-80.54073132	43.47367097
-80.54073239	43.47367017
-80.54073308	43.47366927
-80.54073336	43.47366833
-80.54073408	43.47366758
-80.54073442	43.47366664
-80.54073456	43.47366572
-80.54073499	43.47366486
-80.54073493	43.47366389
-80.54073492	43.47366296
-80.54073521	43.47366202
-80.54073547	43.47366094
-80.54073561	43.47365983
-80.54073573	43.47365876
-80.54073580	43.47365780
-80.54073590	43.47365680
-80.54073603	43.47365585
-80.54073619	43.47365480
-80.54073616	43.47365379
-80.54073602	43.47365285
-80.54073610	43.47365181
-80.54073610	43.47365073
-80.54073606	43.47364971
-80.54073599	43.47364863
-80.54073594	43.47364762
-80.54073589	43.47364666
-80.54073566	43.47364573
-80.54073553	43.47364482
-80.54073539	43.47364389
-80.54073527	43.47364296
-80.54073510	43.47364206
-80.54073497	43.47364115
-80.54073502	43.47364013
-80.54073493	43.47363895
-80.54073480	43.47363794
-80.54073468	43.47363687
-80.54073448	43.47363558
-80.54073431	43.47363444
-80.54073427	43.47363349
-80.54073429	43.47363256
-80.54073442	43.47363162
-80.54073447	43.47363058
-80.54073472	43.47362956
-80.54073504	43.47362864
-80.54073530	43.47362774
-80.54073552	43.47362659
-80.54073560	43.47362562
-80.54073566	43.47362469
-80.54073594	43.47362366
-80.54073637	43.47362267
-80.54073708	43.47362150
-80.54073782	43.47362045
-80.54073832	43.47361946
-80.54073858	43.47361856
-80.54073913	43.47361752
-80.54073987	43.47361650
-80.54074059	43.47361562
-80.54074140	43.47361473
-80.54074222	43.47361395
-80.54074301	43.47361323
-80.54074382	43.47361254
-80.54074470	43.47361182
